file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\claude_4_5_opus_high_reasoning\trajectories\5a96828b-3b55-4dd4-b35d-5163bd74179d.json,docent-transcript-export,1,1,47,52,0,101,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5aa1004d-79e3-4f32-8229-3eeb45af8e39.json,docent-transcript-export,1,1,24,28,0,54,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5c108478-ca52-4edf-aa3c-db2236bf0de9.json,docent-transcript-export,1,1,17,17,0,36,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5c2aea29-a1e9-44e9-be5f-e4ad6fa80892.json,docent-transcript-export,1,1,109,111,0,222,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5c594715-0adc-474d-b7d3-9e443226c89c.json,docent-transcript-export,1,1,17,18,0,37,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5c5bd487-798a-4492-a883-84c6bc204bc0.json,docent-transcript-export,1,1,20,20,0,42,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5c6b214d-6228-4cc0-aab9-906a4d7f81c9.json,docent-transcript-export,1,1,32,35,0,69,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5d50e6f4-bdf3-45a6-8da6-d3ca5cab37b2.json,docent-transcript-export,1,1,36,39,0,77,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5d95b3d1-4f5f-4541-817a-e7d76903e6c2.json,docent-transcript-export,1,1,31,35,0,68,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5ded8b18-141c-4eb6-bc9b-a88b5cd38afb.json,docent-transcript-export,1,1,22,23,0,47,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5e5f695f-8181-45a0-b3d3-e5de933ee9f1.json,docent-transcript-export,1,1,42,49,0,93,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5ec5160f-fc80-4838-ad8a-b1cb3dc1ea83.json,docent-transcript-export,1,1,62,65,0,129,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5f1529b1-9690-44a2-9587-ef91b8267ace.json,docent-transcript-export,1,1,31,37,0,70,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\5f2e581a-3d86-47d0-8c53-571dbe60db04.json,docent-transcript-export,1,1,19,19,0,40,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\604a383a-adac-4d1a-a2ab-37d49fc2b635.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6057b0d4-72fc-4711-b49b-2585c9bfb900.json,docent-transcript-export,1,1,29,31,0,62,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\60aea0bd-0d6b-4aa9-a55a-d0cf7032bcac.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\610c06c2-0c73-44d1-86e4-2c897a5a875c.json,docent-transcript-export,1,1,52,61,0,115,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\617d40f7-b2f2-44b2-b8dd-77b3366faed6.json,docent-transcript-export,1,1,30,39,0,71,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\61a48625-8165-4641-b558-892d8bc93864.json,docent-transcript-export,1,1,22,22,0,46,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\62c74675-fc4c-4b3b-93ab-63b3f903d4dd.json,docent-transcript-export,1,1,41,49,0,92,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\62d9090e-4d37-4fa6-9b0a-56f882efb018.json,docent-transcript-export,1,1,26,30,0,58,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\633905de-f992-4323-85b3-c802471f1a66.json,docent-transcript-export,1,1,60,62,0,124,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\638bed6e-9f25-46da-bcd4-ab80e503e2c8.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\640580f5-8eea-4b83-a8cc-6b1a7894e37e.json,docent-transcript-export,1,1,23,25,0,50,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\64b1c50d-7064-4273-9b98-18c179758cca.json,docent-transcript-export,1,1,43,54,0,99,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\650bf15a-ac1e-4fbd-a7bb-7a7fb424bb6d.json,docent-transcript-export,1,1,51,51,0,104,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\65443918-28dd-4df1-a85e-3401d1826576.json,docent-transcript-export,1,1,16,21,0,39,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\656c8430-3b7f-44c0-9871-dcba6183f02e.json,docent-transcript-export,1,1,35,37,0,74,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\65a86f6c-6659-4d7d-a7a4-ba760a37191a.json,docent-transcript-export,1,1,24,25,0,51,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\661bcc52-8999-4139-9c98-6cbca0924021.json,docent-transcript-export,1,1,35,46,0,83,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\66223e25-10c2-480f-8235-385232367ec1.json,docent-transcript-export,1,1,26,31,0,59,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\66dad57d-e1a8-44a7-b323-f119eaa80e27.json,docent-transcript-export,1,1,28,32,0,62,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\66e17e54-304b-4c10-9e06-dfd3240d3bbe.json,docent-transcript-export,1,1,20,30,0,52,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\67434c58-ff12-4970-9159-ea64e6136139.json,docent-transcript-export,1,1,21,22,0,45,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6766866d-d5e1-4849-8381-b07a1513f126.json,docent-transcript-export,1,1,24,25,0,51,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\67db433e-c022-414c-9ce3-32e45475e303.json,docent-transcript-export,1,1,44,52,0,98,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6823b73f-79cc-4318-b256-a823738595e8.json,docent-transcript-export,1,1,13,14,0,29,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6849e58d-ac4c-4d77-a56a-6b0778ae35d7.json,docent-transcript-export,1,1,23,24,0,49,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6903bcd9-6446-4d87-91c0-74f1c2942817.json,docent-transcript-export,1,1,34,36,0,72,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\696e5625-1989-4f06-aa1f-a6e69e10440c.json,docent-transcript-export,1,1,13,13,0,28,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\697c5fda-2759-4de4-8247-bfb25b15665d.json,docent-transcript-export,1,1,57,75,0,134,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\698805fa-b43e-48b9-b40d-009699c866c9.json,docent-transcript-export,1,1,17,22,0,41,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\69c41d3a-7a17-406e-bca9-d898dfa05f28.json,docent-transcript-export,1,1,18,19,0,39,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6a2c69fa-10bd-44a5-9d51-c53253f05c9d.json,docent-transcript-export,1,1,18,24,0,44,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6a8e4349-5f32-4a4d-91a7-908d44c862ba.json,docent-transcript-export,1,1,54,61,0,117,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6a95e66e-e3ef-4cca-b9a2-2d215687d8f5.json,docent-transcript-export,1,1,40,44,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6aa17928-e3ac-4401-8adf-83b7e884bb08.json,docent-transcript-export,1,1,23,25,0,50,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6ae96c8a-d596-4b50-b231-d9e2782885c5.json,docent-transcript-export,1,1,80,83,0,165,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6b0e4f6d-da7c-4de8-9cc6-26571c7e5bf0.json,docent-transcript-export,1,1,34,38,0,74,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6c1cc2e8-6c80-4a31-9930-241315183ecf.json,docent-transcript-export,1,1,39,46,0,87,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6c311781-f8e6-4509-bf9a-e7f46e175357.json,docent-transcript-export,1,1,24,28,0,54,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6e56a88d-6072-49ab-b475-84ce69a2a604.json,docent-transcript-export,1,1,38,46,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6e948e0e-36ad-416c-8f0d-ce2722ff0f97.json,docent-transcript-export,1,1,15,17,0,34,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\6ea80144-a98d-4bb2-aded-a450e880aa6f.json,docent-transcript-export,1,1,36,41,0,79,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\70a16e21-7fb1-4eea-b02b-af85e9b69798.json,docent-transcript-export,1,1,26,30,0,58,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\70af0275-0c78-4896-af8c-a4de54b0966e.json,docent-transcript-export,1,1,18,19,0,39,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\70bc4347-4e84-43c2-9a09-517a93ef2796.json,docent-transcript-export,1,1,11,11,0,24,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\70db70c6-0a66-4dda-af4f-27cc3541d78d.json,docent-transcript-export,1,1,76,90,0,168,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\712d333a-ea3f-45c1-a5d0-4ba2bcad9f74.json,docent-transcript-export,1,1,63,70,0,135,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\71680830-7839-4bb5-947e-baa6176bb42f.json,docent-transcript-export,1,1,41,45,0,88,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\71b7fc0b-d800-40d4-b1bd-c925ef6200d1.json,docent-transcript-export,1,1,25,27,0,54,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\71c262ba-430c-479d-b8e2-2d504bcdee46.json,docent-transcript-export,1,1,30,34,0,66,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\71fbe194-6337-4607-b8c0-003937b6787f.json,docent-transcript-export,1,1,36,38,0,76,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7211edb1-a29f-4064-b2b4-6a2f6188d615.json,docent-transcript-export,1,1,21,23,0,46,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\73424fef-8af2-44ba-b382-90f760a98b71.json,docent-transcript-export,1,1,81,105,0,188,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\74b0bf46-4f6e-4103-97d7-f4820679ea60.json,docent-transcript-export,1,1,59,80,0,141,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\76457c84-15c8-4a4f-b001-c478ccdb8017.json,docent-transcript-export,1,1,24,27,0,53,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\78311eb2-68a1-4e74-ad3f-56cc8cd60804.json,docent-transcript-export,1,1,41,43,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\78b8dcfd-d6b9-44ac-949a-56d934b129d3.json,docent-transcript-export,1,1,37,47,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\79a1fa1e-b359-46f3-82b3-ef871f0bf856.json,docent-transcript-export,1,1,15,16,0,33,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\79c331b8-779e-4071-8da0-a7fad332143a.json,docent-transcript-export,1,1,32,36,0,70,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\79ee747a-b881-48f1-922d-06f0c11af240.json,docent-transcript-export,1,1,12,16,0,30,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7a20e83d-e10e-4121-aad5-465924a2bdb1.json,docent-transcript-export,1,1,25,25,0,52,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7a32d3ca-f832-48f8-86ad-7cd81328b10e.json,docent-transcript-export,1,1,38,43,0,83,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7a472215-3f8b-40f4-a746-a6e1b411a14f.json,docent-transcript-export,1,1,47,50,0,99,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7b319d35-d457-430a-9fe5-6ba13f8dd6f3.json,docent-transcript-export,1,1,21,23,0,46,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7b7ffd1c-fb5c-47b0-8993-a89f3bce458f.json,docent-transcript-export,1,1,29,32,0,63,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7bf49126-e0fc-4891-8e93-7321e6db7405.json,docent-transcript-export,1,1,35,38,0,75,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7c4bbfd4-049b-4ff9-9701-99ec4a96c8c0.json,docent-transcript-export,1,1,22,26,0,50,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7c8a88f3-6d9d-48a3-b3fd-cea31b25df40.json,docent-transcript-export,1,1,32,32,0,66,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7ce5095d-42ff-4494-a3de-260b0c2517db.json,docent-transcript-export,1,1,36,38,0,76,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7d596f63-b9e3-4882-a8f5-84a8f5f60a0c.json,docent-transcript-export,1,1,36,43,0,81,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7e1e6bdb-c776-47c3-8e16-9afcdb39997c.json,docent-transcript-export,1,1,30,32,0,64,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7ed2734f-9c70-4423-917e-633c163ab636.json,docent-transcript-export,1,1,28,30,0,60,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7eebddb9-ae93-489b-9ac3-0205096feb6d.json,docent-transcript-export,1,1,21,26,0,49,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7f4bc073-fe65-4a09-ad2e-546c47f0a1c3.json,docent-transcript-export,1,1,52,66,0,120,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7fda56bd-6c4f-4697-bbe4-e6ba2cd991ff.json,docent-transcript-export,1,1,24,33,0,59,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\7fe35c46-bb92-4913-845a-36a0d57ba49e.json,docent-transcript-export,1,1,11,11,0,24,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\811b5c61-974d-4722-965d-cefe088cd6d6.json,docent-transcript-export,1,1,36,39,0,77,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\81e94dec-fcff-4084-a8e3-51ba0f26c13a.json,docent-transcript-export,1,1,19,24,0,45,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\82c3016b-39f5-49c4-9fa7-215430454983.json,docent-transcript-export,1,1,27,33,0,62,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\830f6696-0f89-4186-8d2f-194854c01253.json,docent-transcript-export,1,1,42,47,0,91,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\833bba2f-e830-4a5e-8d6a-d4738423f3e9.json,docent-transcript-export,1,1,70,93,0,165,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\83eea7b8-7dfe-4b2b-9b8e-2cf979f4da90.json,docent-transcript-export,1,1,6,6,0,14,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\83fc2f6f-56f7-4d71-a2ae-07663a50b81e.json,docent-transcript-export,1,1,38,50,0,90,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\84de4ad0-cf6c-46c5-a3be-c2224e71db0b.json,docent-transcript-export,1,1,38,39,0,79,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\851c856e-055f-4a32-87f5-80f76c44c3af.json,docent-transcript-export,1,1,41,43,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8585b60c-20fc-4c14-ab15-87dcf2c9860b.json,docent-transcript-export,1,1,26,29,0,57,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\85d6d0d6-d03d-4447-84cb-e04e3f78e545.json,docent-transcript-export,1,1,22,24,0,48,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\862882d7-f6ad-4342-9137-ebefe2547987.json,docent-transcript-export,1,1,28,30,0,60,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\88f278dc-6f34-4009-a405-3f995689ea17.json,docent-transcript-export,1,1,19,25,0,46,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8914ffd1-77eb-4a5b-b51f-8b90bd808af3.json,docent-transcript-export,1,1,27,34,0,63,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\89d4dbe3-ac0e-4624-bd68-6b77c3f67631.json,docent-transcript-export,1,1,24,25,0,51,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8a03d8bb-af99-4b67-8ed0-60df0478d0d8.json,docent-transcript-export,1,1,63,66,0,131,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8a8c02f3-0cf0-4b93-bed3-8a8fa659b2cd.json,docent-transcript-export,1,1,14,13,0,29,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8ab46546-bca8-4175-97f2-2377a6e99d86.json,docent-transcript-export,1,1,27,32,0,61,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8bb21280-570b-42d1-ac5d-7d74c02f7714.json,docent-transcript-export,1,1,29,29,0,60,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8bf4cdb9-4483-41f4-96a8-15de11d471f7.json,docent-transcript-export,1,1,26,27,0,55,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8c554ab7-e7cf-45ea-a4fc-a6b326a7cedb.json,docent-transcript-export,1,1,94,106,0,202,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8d4ac6c1-4325-41f8-89af-4f4b96d1b934.json,docent-transcript-export,1,1,18,18,0,38,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8d96e63c-8c20-4486-badd-f3caebf4ca54.json,docent-transcript-export,1,1,30,33,0,65,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8e0ed472-3126-44af-9659-3a41384da8ec.json,docent-transcript-export,1,1,22,27,0,51,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8e28d3cb-b1c6-47a1-bf9c-452dd9832123.json,docent-transcript-export,1,1,45,48,0,95,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8e71f14e-bc8d-46c1-9899-4303859ae7ae.json,docent-transcript-export,1,1,67,72,0,141,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8e7bc119-87ae-42d7-af2e-6ccd4cc88996.json,docent-transcript-export,1,1,34,36,0,72,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8ecfb77c-4f1a-4cd9-be87-6035e9adceb8.json,docent-transcript-export,1,1,20,21,0,43,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8f44acdd-a1f5-4e61-8a27-427d7f0a7b99.json,docent-transcript-export,1,1,23,24,0,49,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8f730aca-c972-403a-8025-7425f89d643c.json,docent-transcript-export,1,1,16,16,0,34,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\8fa1370d-e3d4-4ac0-b767-c7193eb0be8d.json,docent-transcript-export,1,1,44,50,0,96,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\912a0729-eca8-495e-8453-9a445cc827a4.json,docent-transcript-export,1,1,27,30,0,59,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\912bd013-4a5c-4dc7-b03f-e592c574c8b4.json,docent-transcript-export,1,1,74,77,0,153,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\91f136b8-c290-4d7d-930c-f9360b7c0508.json,docent-transcript-export,1,1,33,34,0,69,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\921dbe5e-3a3f-431a-8732-b76c1659e67c.json,docent-transcript-export,1,1,16,16,0,34,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9224bbd9-8e43-4bb8-b344-c725cc0bceca.json,docent-transcript-export,1,1,21,21,0,44,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\92cd5cae-72f5-4e41-963e-4c36e8586cc8.json,docent-transcript-export,1,1,63,94,0,159,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\92fc6410-a8b9-4924-97e2-2e25ffa0309e.json,docent-transcript-export,1,1,37,37,0,76,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\939128aa-8d0a-4e1e-9533-25f035308ffa.json,docent-transcript-export,1,1,27,27,0,56,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\940e544d-c3d9-4a8e-be60-1538199a1e64.json,docent-transcript-export,1,1,38,45,0,85,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\945c18f6-98f6-4ffd-a391-6b64531056ed.json,docent-transcript-export,1,1,16,16,0,34,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\94c71dac-f214-4584-9dd5-fb7d67e9a865.json,docent-transcript-export,1,1,33,36,0,71,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\95c4ea17-8977-4c53-9a81-e5649e79f79d.json,docent-transcript-export,1,1,12,12,0,26,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9683199a-532b-472e-b43c-c5dfe2ee1f39.json,docent-transcript-export,1,1,14,17,0,33,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\969e53ae-0d99-4a66-9122-4c8868cb72f2.json,docent-transcript-export,1,1,28,32,0,62,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9787ecb4-e687-4cdc-9ed5-a377438750a0.json,docent-transcript-export,1,1,65,88,0,155,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\98ffe1eb-d24a-48f8-97f6-7178a1d76210.json,docent-transcript-export,1,1,20,24,0,46,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9b58de2b-d082-4231-ba28-161d22de1e96.json,docent-transcript-export,1,1,23,23,0,48,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9bcc4bd9-a398-4768-9fe1-682484806ea0.json,docent-transcript-export,1,1,53,54,0,109,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9be44f88-c3f8-4dee-bd51-e7e072009ee9.json,docent-transcript-export,1,1,30,31,0,63,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9bfef291-a591-46d1-9715-855aa94d241e.json,docent-transcript-export,1,1,41,45,0,88,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9cb298ee-8a30-4a75-bc50-09b259942c2e.json,docent-transcript-export,1,1,25,29,0,56,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9d5a7894-fb93-4dc8-a9fe-c576a05f0bff.json,docent-transcript-export,1,1,19,24,0,45,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9e102abc-bebb-41f9-91f0-1236ad788313.json,docent-transcript-export,1,1,28,30,0,60,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9e1597b6-b9c0-4069-9321-34a4955ffb39.json,docent-transcript-export,1,1,23,26,0,51,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9e2876fe-61a7-42bc-a8d4-99b64115c43c.json,docent-transcript-export,1,1,34,45,0,81,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9ee52187-884d-4835-96b9-7a95fc62899e.json,docent-transcript-export,1,1,17,18,0,37,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9ee8e50c-f99b-4265-878a-42f8ea2ea53c.json,docent-transcript-export,1,1,38,41,0,81,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9f0c6dc0-43f3-45fb-a0b8-5ffbfd81f8f5.json,docent-transcript-export,1,1,41,43,0,86,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9f7a1ad7-1f54-4ff8-916c-4b1bce7e46d3.json,docent-transcript-export,1,1,25,27,0,54,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\9f7dd2ca-483d-4610-9772-a932ca305fee.json,docent-transcript-export,1,1,23,23,0,48,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\a01fac0a-26ea-48bd-ab13-5561bead81e2.json,docent-transcript-export,1,1,38,43,0,83,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\a042dee6-c363-4c93-a9cd-0f4c09b8783a.json,docent-transcript-export,1,1,20,21,0,43,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\a07a2630-e914-4d77-bc6e-a39a08b862a1.json,docent-transcript-export,1,1,21,21,0,44,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\a089393d-2a2a-46aa-82e9-600e5c4d1d35.json,docent-transcript-export,1,1,21,25,0,48,,,,0
data\claude_4_5_opus_high_reasoning\trajectories\a0b3dd92-0e73-4b9f-abc0-3a2d841fed35.json,docent-transcript-export,1,1,25,26,0,53,,,,0
